Index,Rank,Previous Rank,Name,Country/Territory,Region,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,staff,Column1,Column2,Column3,Total Students,International Students,Total Faculty Staff,Domestic Staff %,Int'l Staff %
1355,1201-1400,1201-1400,Universitas Negeri Yogyakarta,Indonesia,Asia,L,CO,HI,Public,17.4,701+,6.7,701+,12.2,801+,2.0,801+,18.8,732,2.8,801+,7.2,801+,10.8,801+,2.8,801+,32.5,801+,-,,,,,"25,503",409,"1,583",91%,9%
1356,1201-1400,1201-1400,Universitas Pendidikan Indonesia,Indonesia,Asia,XL,CO,HI,Public,17.4,701+,5.7,701+,16.2,801+,2.2,801+,17.6,757,2.5,801+,7.1,801+,20.0,801+,2.7,801+,43.1,801+,-,,,,,"38,101",,"2,659",91%,9%
1358,1201-1400,1001-1200,Universität Siegen,Germany,Europe,L,CO,HI,Public,5.4,701+,1.2,701+,15.4,801+,10.2,801+,53.9,419,37.3,524,42.9,485,42.0,801+,4.9,801+,29.2,801+,-,,,,,"15,021","2,398",955,77%,23%
1359,1201-1400,1001-1200,Université de Caen Normandie,France,Europe,L,FC,HI,Public,11.3,701+,5.2,701+,9.2,801+,10.3,801+,11.0,801+,11.4,801+,8.7,801+,76.4,414,6.6,801+,35.8,801+,-,,,,,"29,368","1,976","1,643",94%,6%
1360,1201-1400,1201-1400,Université de Limoges,France,Europe,M,SP,VH,,8.9,701+,5.5,701+,22.4,783,9.1,801+,,,,,,,55.9,750,3.6,801+,29.6,801+,-,,,,,"9,475",,747,%,%
1361,1201-1400,1001-1200,Université de Poitiers,France,Europe,L,CO,VH,Public,11.1,701+,1.2,701+,7.6,801+,8.5,801+,,,38.9,505,29.1,626,74.6,448,13.6,801+,39.3,801+,-,,,,,"27,146","4,200","1,400",%,%
1362,1201-1400,1001-1200,Université de Sousse,Tunisia,Africa,L,FC,HI,Public,6.4,701+,3.9,701+,51.8,365,2.9,801+,1.2,801+,3.7,801+,7.9,801+,36.6,801+,9.4,801+,44.1,801+,-,,,,,"27,971",666,"3,027",100%,
1363,1201-1400,1001-1200,Université de Tunis,Tunisia,Africa,L,FO,VH,Public,11.3,701+,5.8,701+,28.3,674,3.0,801+,2.5,801+,2.8,801+,7.1,801+,17.4,801+,58.5,280,29.6,801+,-,,,,,"18,471",316,"1,629",99%,1%
1365,1201-1400,1201-1400,Université Jean Moulin Lyon 3,France,Europe,L,SP,VH,Public,11.2,701+,11.4,701+,2.4,801+,4.3,801+,27.0,626,44.1,456,49.2,421,11.8,801+,5.9,801+,25.4,801+,-,,,,,"26,328","4,369",706,88%,12%
1366,1201-1400,1001-1200,Université Mohammed V de Rabat,Morocco,Africa,XL,CO,VH,Public,4.8,701+,3.1,701+,2.4,801+,9.5,801+,4.7,801+,5.7,801+,11.1,801+,75.6,428,75.8,178,42.6,801+,-,,,,,"85,112","2,646","1,836",97%,3%
1367,1201-1400,1001-1200,Université Paris-Nanterre,France,Europe,XL,FO,VH,Public,14.6,701+,4.7,701+,4.7,801+,4.0,801+,11.7,801+,2.1,801+,1.8,801+,60.0,692,44.3,398,39.8,801+,-,,,,,"32,980",350,"1,358",93%,7%
1369,1201-1400,1201-1400,Universiti Kuala Lumpur (UniKL),Malaysia,Asia,L,FC,HI,Private for Profit,9.9,701+,10.8,701+,33.8,579,4.1,801+,7.1,801+,5.0,801+,9.8,801+,18.1,801+,5.1,801+,23.2,801+,-,,,,,"15,599",720,"1,533",94%,6%
1370,1201-1400,,Universiti Malaysia Kelantan,Malaysia,Asia,M,CO,VH,Public,9.5,701+,3.6,701+,7.1,801+,10.6,801+,17.0,768,14.2,801+,16.4,801+,25.5,801+,5.1,801+,47.9,763=,-,,,,,"9,238",292,472,92%,8%
1372,1201-1400,1201-1400,University of Babylon,Iraq,Asia,L,FC,HI,Public,7.7,701+,25.9,524,19.6,801+,3.7,801+,1.3,801+,1.2,801+,1.1,801+,36.6,801+,5.8,801+,29.8,801+,-,,,,,"29,006",25,"2,172",100%,
1373,1201-1400,1201-1400,University of Basrah,Iraq,Asia,XL,FC,HI,Public,9.1,701+,26.6,514,18.7,801+,2.2,801+,,,1.0,801+,1.0,801+,34.7,801+,14.2,801+,20.0,801+,-,,,,,"36,929",112,"3,471",100%,
1374,1201-1400,1001-1200,University of Derby,United Kingdom,Europe,L,CO,HI,Public,5.4,701+,7.5,701+,12.0,801+,10.9,801+,40.8,492,49.9,409,54.6,375,42.8,801+,2.2,801+,34.0,801+,-,,,,,"15,552","3,201","1,042",85%,15%
1375,1201-1400,1201-1400,University of International Business and Economics,China (Mainland),Asia,L,SP,VH,Public,3.3,701+,5.1,701+,16.5,801+,8.4,801+,8.6,801+,43.3,465,32.4,586,8.2,801+,21.2,704,29.8,801+,-,,,,,"15,708","2,611","1,015",94%,6%
1376,1201-1400,,University of Kerbala,Iraq,Asia,L,FC,HI,Public,12.8,701+,14.8,701+,35.3,560,2.0,801+,2.1,801+,1.9,801+,1.7,801+,13.9,801+,5.6,801+,21.3,801+,-,,,,,"22,308",,"1,366",99%,1%
1377,1201-1400,1001-1200,University of Khartoum,Sudan,Africa,L,FO,HI,Public,8.9,701+,6.9,701+,8.2,801+,5.1,801+,,,2.1,801+,1.8,801+,53.5,788,84.9,137,23.3,801+,-,,,,,"15,712",163,850,%,%
1378,1201-1400,1201-1400,University of Kufa,Iraq,Asia,XL,FC,HI,Public,7.4,701+,33.3,433,31.7,607,2.1,801+,,,1.0,801+,1.0,801+,26.3,801+,5.7,801+,15.6,801+,-,,,,,"24,992",43,"2,356",96%,4%
1380,1201-1400,1201-1400,University of Memphis,United States of America,Americas,L,CO,VH,Public,4.1,701+,4.1,701+,18.6,801+,13.9,801+,2.5,801+,19.4,737,14.7,801+,41.9,801+,15.0,801+,35.1,801+,-,,,,,"16,401","1,472","1,148",98%,2%
1381,1201-1400,1201-1400,University of Miskolc,Hungary,Europe,M,FO,VH,Private not for Profit,9.0,701+,10.3,701+,20.4,801+,4.7,801+,3.0,801+,6.4,801+,5.0,801+,24.5,801+,16.3,801+,27.8,801+,-,,,,,"9,107",,669,97%,3%
1382,1201-1400,,University of Mosul,Iraq,Asia,XL,FC,HI,Public,7.3,701+,12.9,701+,23.4,764,1.7,801+,1.0,801+,1.3,801+,5.7,801+,30.2,801+,28.8,577,26.4,801+,-,,,,,"60,946",173,"4,015",100%,
1383,1201-1400,1201-1400,University of North Carolina at Greensboro,United States of America,Americas,L,FO,VH,Public,3.6,701+,4.5,701+,12.2,801+,15.1,801+,10.3,801+,4.3,801+,3.4,801+,49.6,801+,5.0,801+,32.8,801+,-,,,,,"14,998",615,941,95%,5%
1384,1201-1400,1001-1200,University of Novi Sad,Serbia,Europe,XL,FC,HI,Public,12.5,701+,6.5,701+,10.5,801+,6.9,801+,,,,,,,82.1,312,30.7,538,31.2,801+,-,,,,,"43,871",,"2,743",%,%
1385,1201-1400,1201-1400,University of Ostrava,Czechia,Europe,M,FC,HI,Public,8.0,701+,2.9,701+,20.5,801+,5.9,801+,34.6,540,32.2,564,24.2,702,28.9,801+,5.0,801+,24.2,801+,-,,,,,"9,205","1,121",627,84%,16%
1386,1201-1400,1201-1400,University of Pannonia,Hungary,Europe,S,FO,VH,Public,6.1,701+,7.3,701+,33.3,584,14.9,801+,5.8,801+,7.2,801+,5.6,801+,55.5,760,5.0,801+,23.4,801+,-,,,,,"4,163",341,357,97%,3%
1387,1201-1400,1201-1400,University of Pardubice,Czechia,Europe,M,CO,VH,Public,5.2,701+,5.2,701+,47.8,407,5.8,801+,12.3,801+,15.5,801+,19.7,768,36.2,801+,2.5,801+,15.8,801+,-,,,,,"5,818",494,714,93%,7%
1388,1201-1400,1201-1400,University of Peradeniya,Sri Lanka,Asia,L,CO,HI,Public,10.4,701+,13.6,701+,14.3,801+,3.7,801+,,,1.6,801+,6.0,801+,39.5,801+,17.7,765,50.6,693=,-,,,,,"25,240",164,"1,678",100%,
1389,1201-1400,,University of Petra,Jordan,Asia,M,CO,HI,Private for Profit,8.8,701+,8.1,701+,10.0,801+,6.2,801+,25.9,635,47.1,429,44.2,472,9.9,801+,5.7,801+,34.6,801+,-,,,,,"6,761","1,477",341,89%,11%
1390,1201-1400,1201-1400,University of Primorska,Slovenia,Europe,M,CO,HI,Public,3.6,701+,5.7,701+,12.3,801+,8.3,801+,31.6,567,38.9,506,37.4,523,45.4,801+,13.2,801+,21.8,801+,-,,,,,"6,089",942,383,86%,14%
1392,1201-1400,1201-1400,University of Rijeka,Croatia,Europe,L,CO,VH,Public,7.3,701+,8.4,701+,17.0,801+,8.7,801+,2.8,801+,5.8,801+,10.1,801+,50.2,801+,15.3,801+,42.4,801+,-,,,,,"12,855",224,906,98%,2%
1393,1201-1400,1201-1400,University of San Diego,United States of America,Americas,M,CO,HI,Private not for Profit,9.0,701+,15.2,701+,27.8,684,4.5,801+,4.9,801+,10.5,801+,8.0,801+,6.9,801+,20.3,722,21.4,801+,-,,,,,"7,663",548,691,97%,3%
1394,1201-1400,1201-1400,University of San Francisco,United States of America,Americas,M,CO,HI,Private not for Profit,6.9,701+,12.1,701+,27.5,691,5.7,801+,3.9,801+,27.1,627,20.3,758,9.3,801+,39.0,444,31.8,801+,-,,,,,"8,294","1,121",677,98%,2%
1395,1201-1400,1001-1200,University of Sarajevo,Bosnia and Herzegovina,Europe,L,CO,HI,Public,5.0,701+,1.0,701+,6.5,801+,2.9,801+,,,5.2,801+,4.1,801+,41.3,801+,89.1,113,20.5,801+,-,,,,,"27,006",918,"1,306",%,%
1396,1201-1400,1201-1400,University of Silesia in Katowice,Poland,Europe,L,CO,VH,Public,8.6,701+,6.8,701+,31.3,611,5.7,801+,5.1,801+,7.4,801+,12.0,801+,59.3,703,10.1,801+,44.4,801+,-,,,,,"17,759",823,"1,818",97%,3%
1397,1201-1400,1201-1400,University of South Alabama (USA),United States of America,Americas,L,CO,HI,Public,5.6,701+,11.1,701+,23.1,772,13.1,801+,,,2.7,801+,2.3,801+,13.7,801+,3.2,801+,28.9,801+,-,,,,,"11,845",264,973,%,%
1398,1201-1400,1201-1400,University of Split,Croatia,Europe,L,FC,HI,Public,7.6,701+,9.2,701+,8.7,801+,8.8,801+,1.6,801+,3.3,801+,7.5,801+,52.3,801+,22.4,687,44.8,801+,-,,,,,"15,898",343,"1,105",99%,1%
1399,1201-1400,1001-1200,University of Texas El Paso,United States of America,Americas,L,CO,VH,Public,6.8,701+,3.7,701+,7.6,801+,21.5,690,13.9,801+,10.1,801+,7.8,801+,61.6,669,9.1,801+,41.5,801+,-,,,,,"18,063","1,080",956,93%,7%
1400,1201-1400,1201-1400,University of Tyumen,Russian Federation,Europe,M,CO,VH,Public,2.7,701+,3.4,701+,44.0,451,2.6,801+,6.0,801+,23.2,687,25.0,685,25.1,801+,5.7,801+,30.3,801+,-,,,,,"11,933","1,316","1,228",96%,4%
1401,1201-1400,1201-1400,University of Wisconsin Milwaukee,United States of America,Americas,L,CO,VH,Public,9.0,701+,3.8,701+,13.8,801+,15.3,801+,11.8,801+,12.4,801+,9.4,801+,37.0,801+,16.0,801+,46.3,801+,-,,,,,"19,238","1,121","1,280",95%,5%
1402,1201-1400,1201-1400,University POLITEHNICA of Bucharest,Romania,Europe,L,FO,VH,Public,6.3,701+,20.8,630,4.9,801+,14.6,801+,1.7,801+,4.7,801+,3.7,801+,61.4,672,9.4,801+,22.8,801+,-,,,,,"29,970",922,"1,251",99%,1%
1405,1201-1400,1201-1400,Western Michigan University,United States of America,Americas,L,FC,HI,Public,5.0,701+,9.5,701+,15.7,801+,10.7,801+,37.6,517,17.5,774,23.6,712,33.0,801+,26.3,619,37.6,801+,-,,,,,"14,271","1,354",984,84%,16%
1406,1201-1400,,Yessenov University,Kazakhstan,Asia,M,CO,MD,Public,16.7,701+,6.9,701+,19.2,801+,1.2,801+,38.4,514,28.3,612,27.9,642,2.7,801+,4.3,801+,15.9,801+,-,,,,,"4,812",,536,84%,16%
1407,1201-1400,1201-1400,Zagazig University,Egypt,Africa,XL,FC,VH,Public,11.3,701+,9.1,701+,4.5,801+,5.1,801+,1.3,801+,8.1,801+,12.0,801+,69.8,535,5.2,801+,53.0,646=,-,,,,,"173,570","5,141","6,794",100%,
1409,1401+,1401+,Akdeniz Üniversitesi,Türkiye,Asia,XL,FC,HI,Public,8.3,701+,8.0,701+,5.6,801+,6.1,801+,2.2,801+,6.0,801+,11.4,801+,47.6,801+,2.4,801+,22.1,801+,-,,,,,"41,093",103,"1,739",100%,
1410,1401+,,American International University-Bangladesh (AIUB),Bangladesh,Asia,M,FO,VH,Private not for Profit,8.3,701+,8.5,701+,9.0,801+,4.4,801+,5.4,801+,17.7,770,18.5,788,7.9,801+,4.6,801+,30.3,801+,-,,,,,"10,384",,411,96%,4%
1411,1401+,1201-1400,Anadolu University,Türkiye,Asia,L,SP,VH,Public,6.2,701+,8.4,701+,17.5,801+,5.1,801+,2.2,801+,5.3,801+,4.2,801+,24.9,801+,22.3,691,22.3,801+,-,,,,,"20,993",730,"1,509",99%,1%
1412,1401+,1201-1400,Aoyama Gakuin University,Japan,Asia,L,FO,HI,Private not for Profit,7.1,701+,16.8,701+,7.4,801+,2.5,801+,20.3,707,4.5,801+,3.6,801+,9.5,801+,14.5,801+,9.6,801+,-,,,,,"19,692",578,"1,000",90%,10%
1413,1401+,,Aswan University,Egypt,Africa,L,FC,HI,Public,7.1,701+,2.2,701+,11.8,801+,6.4,801+,1.1,801+,1.8,801+,6.1,801+,53.9,784,2.9,801+,40.0,801+,-,,,,,"35,615",225,"1,533",100%,
1415,1401+,1201-1400,Belarusian State University of Informatics and Radioelectronics,Belarus,Europe,M,CO,HI,Public,6.7,701+,23.4,573,26.1,716,1.4,801+,2.6,801+,17.6,772,20.4,754,7.2,801+,7.5,801+,,,-,,,,,"9,764",The university aims are to offer educational programs in which students will be interested and to ensure that graduates are competitive and in demand in the labor market.,"1,079",100%,
1418,1401+,1201-1400,Central Michigan University,United States of America,Americas,L,FC,HI,Public,3.6,701+,5.0,701+,11.5,801+,11.2,801+,4.8,801+,23.4,684,17.6,801+,26.2,801+,15.0,801+,29.2,801+,-,,,,,"12,194","1,092",742,98%,2%
1419,1401+,1201-1400,Chaoyang University of Technology,Taiwan,Asia,L,FO,VH,Private for Profit,5.0,701+,6.7,701+,6.4,801+,8.4,801+,7.4,801+,13.2,801+,15.9,801+,22.2,801+,2.1,801+,40.6,801+,-,,,,,"12,533",811,586,95%,5%
1420,1401+,1201-1400,Chittagong University of Engineering and Technology,Bangladesh,Asia,M,SP,HI,Public,10.0,701+,16.2,701+,10.0,801+,12.1,801+,1.6,801+,,,,,8.1,801+,4.8,801+,20.3,801+,-,,,,,"4,881",,350,99%,1%
1421,1401+,,"CHRIST (Deemed to be University), Bengaluru",India,Asia,XL,CO,HI,Private not for Profit,7.0,701+,5.6,701+,8.0,801+,4.7,801+,4.7,801+,2.4,801+,6.8,801+,34.0,801+,6.3,801+,33.2,801+,-,,,,,"26,339",437,"1,484",97%,3%
1422,1401+,1201-1400,Cleveland State University,United States of America,Americas,M,FO,VH,Public,4.5,701+,6.2,701+,12.3,801+,7.7,801+,5.6,801+,47.6,423,35.6,540,17.9,801+,12.4,801+,25.7,801+,-,,,,,"11,943","1,995",759,97%,3%
1423,1401+,1401+,East West University,Bangladesh,Asia,L,FO,HI,Private not for Profit,8.8,701+,17.7,701+,3.7,801+,4.5,801+,1.4,801+,1.0,801+,5.5,801+,9.2,801+,8.3,801+,32.5,801+,-,,,,,"12,190",6,450,99%,1%
1424,1401+,1201-1400,Escuela Politécnica Nacional,Ecuador,Americas,M,FO,VH,Public,10.2,701+,10.8,701+,18.8,801+,5.7,801+,6.3,801+,3.0,801+,7.1,801+,16.9,801+,6.6,801+,25.2,801+,-,,,,,"7,409",105,578,96%,4%
1425,1401+,1201-1400,Harper Adams University,United Kingdom,Europe,M,FO,HI,Public,4.0,701+,15.7,701+,7.1,801+,12.4,801+,21.8,690,5.9,801+,9.8,801+,14.1,801+,1.0,801+,18.6,801+,-,,,,,"2,942",227,160,89%,11%
1427,1401+,1201-1400,Hongik University,Republic of Korea,Asia,L,FO,VH,Private for Profit,6.3,701+,8.7,701+,13.8,801+,5.3,801+,18.9,731,14.8,801+,18.2,791,14.6,801+,6.4,801+,26.9,801+,-,,,,,"19,910","1,785","1,293",90%,10%
1428,1401+,1201-1400,Hue University,Viet Nam,Asia,XL,CO,HI,Public,7.6,701+,15.0,701+,3.7,801+,2.6,801+,1.5,801+,2.0,801+,6.2,801+,27.7,801+,6.6,801+,28.3,801+,-,,,,,"53,879",571,"2,102",96%,4%
1432,1401+,1201-1400,Istanbul Bilgi Üniversitesi,Türkiye,Asia,M,FO,HI,Private not for Profit,5.6,701+,9.6,701+,15.2,801+,2.7,801+,4.1,801+,25.4,656,30.9,604,6.6,801+,24.2,653,38.8,801+,-,,,,,"11,747","1,583",849,97%,3%
1433,1401+,,Jadara University,Jordan,Asia,M,CO,MD,Private not for Profit,9.9,701+,4.2,701+,29.4,644,3.3,801+,4.5,801+,49.7,410,37.1,525,4.2,801+,5.9,801+,,,-,,,,,"5,023",931,273,%,
1435,1401+,1201-1400,Kazan National Research Technological University,Russian Federation,Europe,L,CO,HI,Public,5.3,701+,7.8,701+,27.9,682,2.0,801+,1.9,801+,30.9,581,32.4,585,10.3,801+,5.5,801+,13.7,801+,-,,,,,"13,242","2,152","1,078",98%,2%
1436,1401+,1201-1400,Khulna University,Bangladesh,Asia,M,CO,HI,,8.6,701+,7.9,701+,14.3,801+,8.6,801+,,,,,,,20.8,801+,4.3,801+,25.4,801+,-,,,,,"6,033",,401,%,%
1437,1401+,1201-1400,Khulna University of Engineering and Technology,Bangladesh,Asia,M,SP,HI,Public,7.3,701+,16.7,701+,10.5,801+,13.4,801+,1.4,801+,,,,,12.6,801+,4.5,801+,22.0,801+,-,,,,,"8,193",1,426,%,%
1439,1401+,1201-1400,Lublin University of Technology,Poland,Europe,M,FO,VH,Public,6.9,701+,3.0,701+,28.1,680,8.9,801+,2.5,801+,29.5,595,27.5,645,14.4,801+,3.9,801+,17.7,801+,-,,,,,"7,611",707,516,%,%
1441,1401+,,Mahasarakham University,Thailand,Asia,XL,FC,MD,Public,18.5,662,2.7,701+,2.8,801+,2.6,801+,8.7,801+,3.6,801+,7.7,801+,11.0,801+,10.3,801+,23.9,801+,-,,,,,"41,112",Bachelor of Business Administration (International Business) Bachelor of Arts Program in Tourism Management (English Program) Bachelor of Arts Program in English for International Communication Doctoral of Philosophy Program in Palaeontology (International Program) Doctoral of Philosophy Program in Food Technology (International Program) Doctor of Philosophy Program in Health Science (International Program),"1,212",97%,3%
1442,1401+,,Manav Rachna International Institute of Research and Studies (MRIIRS),India,Asia,M,CO,HI,Private for Profit,5.9,701+,2.5,701+,43.9,453,3.7,801+,7.4,801+,3.4,801+,7.6,801+,3.3,801+,1.8,801+,23.6,801+,-,,,,,"4,173",,403,%,%
1445,1401+,1401+,Naresuan University,Thailand,Asia,L,FC,MD,Public,10.9,701+,5.3,701+,9.3,801+,3.0,801+,6.9,801+,1.8,801+,6.2,801+,12.5,801+,3.1,801+,39.6,801+,-,,,,,"26,745",162,"1,502",94%,6%
1446,1401+,1201-1400,National Taipei University,Taiwan,Asia,M,FO,HI,Public,12.4,701+,8.0,701+,11.6,801+,4.4,801+,5.9,801+,10.1,801+,14.6,801+,3.9,801+,26.6,614,26.6,801+,-,,,,,"8,219",433,490,98%,2%
1447,1401+,,Nile University,Egypt,Africa,S,SP,HI,Private not for Profit,8.6,701+,4.6,701+,29.2,646,7.4,801+,5.5,801+,2.7,801+,6.9,801+,9.8,801+,3.3,801+,19.8,801+,-,,,,,"3,623",48,247,99%,1%
1450,1401+,1401+,Petra Christian University,Indonesia,Asia,M,FO,HI,Private for Profit,11.7,701+,8.7,701+,12.5,801+,2.6,801+,7.6,801+,1.2,801+,5.6,801+,6.7,801+,2.9,801+,28.7,801+,-,,,,,"6,707",12,401,97%,3%
1452,1401+,,Rajshahi University of Engineering and Technology,Bangladesh,Asia,M,SP,HI,,6.9,701+,13.3,701+,9.9,801+,16.0,782,,,,,,,9.8,801+,4.1,801+,18.0,801+,-,,,,,"6,160",Read less,473,%,%
1453,1401+,1201-1400,Rikkyo University,Japan,Asia,L,FO,HI,Private for Profit,5.5,701+,14.3,701+,9.9,801+,3.0,801+,32.8,556,10.6,801+,14.2,801+,12.3,801+,10.0,801+,30.0,801+,-,,,,,"21,040","1,318","1,236",87%,13%
1454,1401+,1401+,Sakarya University,Türkiye,Asia,XL,FC,HI,Public,5.9,701+,7.6,701+,4.9,801+,6.6,801+,2.6,801+,21.8,701,27.9,639,26.1,801+,2.3,801+,49.5,715=,-,,,,,"38,772","3,817","1,627",99%,1%
1455,1401+,1201-1400,San Francisco State University,United States of America,Americas,L,CO,HI,,5.2,701+,7.1,701+,8.3,801+,6.7,801+,4.9,801+,7.7,801+,6.0,801+,32.4,801+,16.4,800,36.1,801+,-,,,,,"21,402",,"1,127",97%,3%
1456,1401+,,"Shakarim University of the City of Semey, Kazakhstan",Kazakhstan,Asia,M,CO,MD,Public,10.4,701+,10.2,701+,16.4,801+,1.7,801+,27.7,615,3.3,801+,7.2,801+,2.4,801+,4.2,801+,31.3,801+,-,,,,,"6,965",113,487,99%,1%
1457,1401+,1401+,Shanghai Normal University,China (Mainland),Asia,XL,CO,HI,Public,4.4,701+,3.4,701+,17.0,801+,9.5,801+,6.8,801+,4.9,801+,10.0,801+,24.9,801+,1.4,801+,32.2,801+,-,,,,,"34,182",490,"2,241",96%,4%
1458,1401+,1401+,Silpakorn University,Thailand,Asia,L,CO,HI,Public,10.4,701+,12.6,701+,5.7,801+,4.5,801+,8.0,801+,2.7,801+,7.1,801+,26.7,801+,3.1,801+,22.6,801+,-,,,,,"24,083",133,"1,132",96%,4%
1460,1401+,1401+,Soongsil University,Republic of Korea,Asia,L,FO,VH,Private for Profit,3.4,701+,6.9,701+,12.0,801+,9.2,801+,5.7,801+,24.0,674,18.0,796,22.3,801+,3.5,801+,20.3,801+,-,,,,,"16,306","1,594",962,96%,4%
1462,1401+,1401+,Stefan cel Mare University of Suceava,Romania,Europe,M,CO,HI,Public,5.5,701+,5.3,701+,7.1,801+,8.9,801+,3.3,801+,38.7,509,35.4,545,25.2,801+,5.3,801+,34.3,801+,-,,,,,"8,765","1,332",418,98%,2%
1463,1401+,1201-1400,Suez Canal University,Egypt,Africa,XL,FC,HI,Public,6.1,701+,3.9,701+,17.4,801+,4.4,801+,2.5,801+,3.0,801+,7.3,801+,52.2,801+,2.9,801+,48.0,762,-,,,,,"51,841",909,"3,673",99%,1%
1465,1401+,,"The Islamia University of Bahawalpur,Pakistan",Pakistan,Asia,XL,CO,HI,Public,6.2,701+,7.0,701+,4.7,801+,9.1,801+,,,,,,,55.8,751,3.1,801+,36.2,801+,-,,,,,"58,127",,"2,133",%,%
1466,1401+,,Tongmyong University,Republic of Korea,Asia,M,FO,HI,,6.3,701+,3.6,701+,38.8,523,2.0,801+,8.5,801+,60.2,341,53.2,386,1.9,801+,1.9,801+,5.3,801+,-,,,,,,,,,
1467,1401+,1401+,Universidad Autónoma de Baja California,Mexico,Americas,XL,CO,HI,Public,10.5,701+,7.6,701+,6.0,801+,2.3,801+,4.8,801+,5.8,801+,4.6,801+,13.7,801+,2.3,801+,49.0,732,-,,,,,"69,358",161,"3,265",98%,2%
1468,1401+,1401+,Universidad Autónoma de Chile,Chile,Americas,XL,FO,VH,Private not for Profit,7.9,701+,4.7,701+,6.2,801+,6.2,801+,15.6,792,1.7,801+,1.5,801+,38.9,801+,2.5,801+,35.9,801+,-,,,,,"30,236",270,"1,361",91%,9%
1469,1401+,1401+,Universidad Católica de Temuco,Chile,Americas,M,CO,HI,Private not for Profit,5.4,701+,2.5,701+,2.7,801+,9.7,801+,49.7,442,1.4,801+,1.3,801+,21.9,801+,2.5,801+,26.7,801+,-,,,,,"10,133",,301,83%,17%
1470,1401+,1401+,Universidad de Cuenca,Ecuador,Americas,L,FC,MD,Public,11.1,701+,5.1,701+,6.1,801+,3.1,801+,6.8,801+,3.2,801+,2.6,801+,20.2,801+,16.1,801+,39.3,801+,-,,,,,"17,498",161,986,98%,2%
1471,1401+,1401+,Universidad de Guanajuato,Mexico,Americas,XL,CO,HI,Public,11.4,701+,3.6,701+,7.2,801+,4.8,801+,7.5,801+,2.0,801+,6.3,801+,24.6,801+,9.5,801+,23.5,801+,-,,,,,"30,992",251,"1,538",95%,5%
1473,1401+,1201-1400,Universidad de Piura,Peru,Americas,M,FO,HI,Private not for Profit,11.8,701+,14.1,701+,8.0,801+,1.4,801+,7.6,801+,1.2,801+,1.2,801+,4.7,801+,15.4,801+,13.9,801+,-,,,,,"9,502",16,518,95%,5%
1474,1401+,1201-1400,Universidad de Tarapaca,Chile,Americas,M,CO,VH,Public,4.1,701+,2.1,701+,4.4,801+,20.4,706,17.7,755,,,,,49.6,801+,2.5,801+,21.0,801+,-,,,,,"7,200",,326,%,%
1476,1401+,1201-1400,Universidad del Zulia,Venezuela (Bolivarian Republic of),Americas,L,FC,MD,Public,14.7,701+,12.8,701+,5.2,801+,2.6,801+,1.2,801+,1.5,801+,1.4,801+,14.5,801+,12.4,801+,8.3,801+,-,,,,,"7,702",,362,%,%
1479,1401+,1201-1400,Universidad Metropolitana,Venezuela (Bolivarian Republic of),Americas,M,CO,LO,Private not for Profit,9.8,701+,24.4,550,6.4,801+,1.1,801+,3.9,801+,3.3,801+,7.4,801+,2.3,801+,28.1,590,,,-,,,,,"5,078",68,236,97%,3%
1480,1401+,1201-1400,Universidad Nacional Agraria la Molina,Peru,Americas,M,FO,VH,Public,9.3,701+,8.0,701+,16.7,801+,2.8,801+,1.5,801+,2.8,801+,7.0,801+,12.6,801+,4.7,801+,34.4,801+,-,,,,,"8,139",134,574,99%,1%
1481,1401+,1201-1400,Universidad Nacional de San Martín (UNSAM),Argentina,Americas,L,CO,HI,Public,15.7,701+,4.7,701+,7.6,801+,3.9,801+,1.9,801+,6.9,801+,5.4,801+,29.1,801+,1.5,801+,26.9,801+,-,,,,,"26,283","1,171","1,312",99%,1%
1482,1401+,1201-1400,Universidad Nacional del Sur,Argentina,Americas,L,FC,HI,Public,8.1,701+,4.6,701+,23.1,775,2.4,801+,,,,,,,30.0,801+,4.7,801+,29.0,801+,-,,,,,"22,000",,"2,500",%,%
1484,1401+,1401+,Universidade Federal de Uberlândia,Brazil,Americas,L,FC,HI,Public,5.4,701+,2.6,701+,21.0,801+,6.0,801+,2.4,801+,1.8,801+,6.2,801+,32.8,801+,3.0,801+,42.5,801+,-,,,,,"24,675",166,"1,817",99%,1%
1486,1401+,1201-1400,Università degli studi di Bergamo,Italy,Europe,L,FO,VH,Public,7.2,701+,4.2,701+,2.5,801+,11.9,801+,5.8,801+,12.3,801+,18.2,790,39.1,801+,5.5,801+,31.4,801+,-,,,,,"20,168","1,430",546,96%,4%
1487,1401+,1401+,Universitas Andalas,Indonesia,Asia,XL,CO,HI,Public,13.4,701+,8.1,701+,13.9,801+,1.5,801+,14.4,801+,3.6,801+,7.8,801+,6.0,801+,5.1,801+,39.1,801+,-,,,,,"33,506",,"3,784",93%,7%
1488,1401+,,Universitas Negeri Padang,Indonesia,Asia,XL,FO,HI,Public,10.5,701+,2.5,701+,31.5,608,1.3,801+,17.7,753,2.1,801+,6.4,801+,6.4,801+,2.6,801+,39.2,801+,-,,,,,"34,041",151,"2,591",97%,3%
